source,experiment_id,experiment_name,run_id,status,start_time,end_time,setting,canonical_setting,seed,artifact_count,trainer_config.run_setting,trainer_config.seed,trainer_config.lr,trainer_config.n_epochs,trainer_config.batch_size,trainer_config.grad_accum_steps,trainer_config.precision,trainer_config.market_state_path,trainer_config.market_state_shift,trainer_config.market_state_strict,trainer_config.checkpoint_metric,trainer_config.checkpoint_mode,model_config.d_model,model_config.n_layers,model_config.n_heads,model_config.d_ff,model_config.dropout,model_config.router_mode,model_config.router_temperature,model_config.router_noise,model_config.router_use_layer_summary,model_config.use_regime_time_embedding,model_config.use_regime_factor_gate,model_config.use_external_macro,model_config.use_feature_selection,model_config.factor_gate_scale,model_config.factor_gate_shift_scale,model_config.time_tau_init,model_config.pooling_alpha,model_config.main_loss,model_config.use_alibi,model_config.value_embedding_type,model_config.regime_macro_dropout,Rank IC,Rank ICIR,IC,ICIR,1day.excess_return_with_cost.annualized_return,1day.excess_return_with_cost.information_ratio,1day.excess_return_with_cost.max_drawdown,1day.excess_return_without_cost.annualized_return,1day.excess_return_without_cost.information_ratio,1day.excess_return_without_cost.max_drawdown,opt/loss_gap_last,opt/rank_ic_gap_last,opt/post_peak_decay,opt/train_grad_norm_last,opt/train_grad_nonfinite_rate_last,opt/train_grad_skipped_rate_last,router/time_ratio_mean,router/entropy_norm_mean,router/collapse_ratio,film/factor_gate_entropy_mean,film/factor_gate_topk_mass_10_mean
mlflow,661312772085780666,Official_Alignment_RST_MoE_loss-mse_d64_l2_ff256_ctx8_embft_time1_decay1_film1_fgs1.0_fsh0.2_rSum1_rModelearned_featSel0_mseNorm0_macro1_mDrop0.1_pool0.7_msmarket_state_csi300_settingcap01_d64_h4_l2_ff256_do015,ce93762ac6fe4327b7183b2bb1e66213,3,1777772467841,1777795358563,cap01_d64_h4_l2_ff256_do015,cap01_d64_h4_l2_ff256_do015,42,95,cap01_d64_h4_l2_ff256_do015,42,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,valid_rank_ic,max,64,2,4,256,0.15,learned,1.0,0.01,True,True,True,True,False,1.0,0.2,5.0,0.7,mse,False,feature_tokenizer,0.1,0.07484501407020838,0.5282357054247737,0.06756322259299026,0.4701952978700156,0.21455575761522297,1.8394106220565603,-0.07099595447133833,0.37036077921570526,3.176027561167579,-0.050643911186951995,-1.2663850904211904,0.10682988671243017,0.0008695775946938877,6.67934515041219,0.0003356831151393085,0.0003356831151393085,0.6891237037687827,0.872347355719468,0.0,0.9415232891341864,0.17735719449098683
mlflow,662335838392804238,Official_Alignment_RST_MoE_loss-mse_d64_l2_ff128_ctx8_embft_time0_decay1_film0_fgs1.0_fsh0.2_rSum1_rModelearned_featSel0_mseNorm0_macro1_mDrop0.1_pool0.7_msmarket_state_csi300_settingbase,13c7b183255b4d00905b27b61ef4b5d8,3,1777644693974,1777665242245,base,base,42,52,base,42,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,valid_rank_ic,max,64,2,4,128,0.1,learned,1.0,0.01,True,False,False,True,False,1.0,0.2,5.0,0.7,mse,False,feature_tokenizer,0.1,0.0712363734733636,0.5390729212553699,0.06319144598961643,0.46027634270195494,0.13819982385911228,1.369382467760407,-0.06317351126694892,0.2934247829239067,2.908604951980681,-0.049013425041116,-1.285646531636688,0.10637678638931677,0.003620760868634443,5.043574006013082,0.0003356831151393085,0.0003356831151393085,0.6881881516576789,0.8400815236046683,0.0,,
mlflow,662335838392804238,Official_Alignment_RST_MoE_loss-mse_d64_l2_ff128_ctx8_embft_time0_decay1_film0_fgs1.0_fsh0.2_rSum1_rModelearned_featSel0_mseNorm0_macro1_mDrop0.1_pool0.7_msmarket_state_csi300_settingbase,d2e63b7839864c208de48b564eecd195,3,1777563936881,1777573782119,base,base,42,51,base,42,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,,,64,2,4,128,0.1,learned,1.0,0.01,True,False,False,True,False,1.0,0.2,5.0,0.7,mse,False,feature_tokenizer,0.1,0.06788440268535363,0.4852508559407806,0.05832380299112025,0.3951809974839154,0.1125068731819935,1.017740200315127,-0.09979016748767262,0.2678419900364325,2.423789009333161,-0.07432370191700256,-1.3143597473837274,0.0886496634817089,0.003393291637794324,3.67166601258117,0.0003356831151393085,0.0003356831151393085,0.6957365744632902,0.8323453342786,0.0,,
mlflow,730804180011220503,Official_Alignment_RST_MoE_loss-mse_d64_l2_ff128_ctx8_embft_time1_decay1_film1_fgs1.0_fsh0.2_rSum1_rModelearned_featSel0_mseNorm0_macro1_mDrop0.1_pool0.7_msmarket_state_csi300_settingcap00_d64_h4_l2_ff128_do010_seed43,440cd8270fd846d3b0aa3de5e2498edb,3,1778074804792,1778097167972,cap00_d64_h4_l2_ff128_do010_seed43,cap00_d64_h4_l2_ff128_do010,43,95,cap00_d64_h4_l2_ff128_do010_seed43,43,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,valid_rank_ic,max,64,2,4,128,0.1,learned,1.0,0.01,True,True,True,True,False,1.0,0.2,5.0,0.7,mse,False,feature_tokenizer,0.1,0.0796389624873134,0.5832960782357897,0.06259467741635318,0.45917743589839,0.19091099613944706,1.9394690279421478,-0.11113703907870537,0.3462141500745446,3.518172250027062,-0.0758215132342811,-1.2498247825736657,0.12109066849863283,0.005858701229921465,8.314946525126166,0.0003356831151393085,0.0003356831151393085,0.7246025026345344,0.8188035578513401,0.0,0.9429399816962584,0.178937917474639
mlflow,731153307123711936,Official_Alignment_RST_MoE_loss-mse_d96_l2_ff384_ctx8_embft_time1_decay1_film1_fgs1.0_fsh0.2_rSum1_rModelearned_featSel0_mseNorm0_macro1_mDrop0.1_pool0.7_msmarket_state_csi300_settingcap06_d96_h4_l2_ff384_do020,da4dbec2f9194c33966932dc41b367ff,3,1777946673757,1777975786201,cap06_d96_h4_l2_ff384_do020,cap06_d96_h4_l2_ff384_do020,42,95,cap06_d96_h4_l2_ff384_do020,42,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,valid_rank_ic,max,96,2,4,384,0.2,learned,1.0,0.01,True,True,True,True,False,1.0,0.2,5.0,0.7,mse,False,feature_tokenizer,0.1,0.07937359407172331,0.5416028541522023,0.06893208990422399,0.47120311369770834,0.2202313447273886,2.086088748683269,-0.08060974912000239,0.3745582781334497,3.5490712726437095,-0.0517213444805652,-1.2388210674003994,0.12001252488413269,0.004989735046453572,5.452127787676689,0.0003356831151393085,0.0003356831151393085,0.7037789304309767,0.8359566755214279,0.0,0.944297028348801,0.17905843055482387
mlflow,831709460167705541,Official_Alignment_RST_MoE_loss-mse_d64_l2_ff128_ctx8_embft_time1_decay1_film1_fgs1.0_fsh0.2_rSum1_rModelearned_featSel0_mseNorm0_macro1_mDrop0.1_pool0.7_msmarket_state_csi300_settingcap00_d64_h4_l2_ff128_do010_seed44,c57ef9a59d1e4f8da9a9c12f07e121c1,3,1778185055540,1778207126692,cap00_d64_h4_l2_ff128_do010_seed44,cap00_d64_h4_l2_ff128_do010,44,95,cap00_d64_h4_l2_ff128_do010_seed44,44,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,valid_rank_ic,max,64,2,4,128,0.1,learned,1.0,0.01,True,True,True,True,False,1.0,0.2,5.0,0.7,mse,False,feature_tokenizer,0.1,0.07237689787356799,0.5390860420358146,0.06144137085946531,0.4458222834058483,0.15928349085164634,1.571942615269592,-0.07188818675100475,0.31451389435761035,3.10399139752213,-0.050015119082860826,-1.2527859632315472,0.1192156670997849,0.004940009592721589,6.960864269586503,0.000671366230278617,0.000671366230278617,0.7442430558441379,0.8005227611282686,0.0,0.9400596392330288,0.1780537430764025
mlflow,857301447245886986,Official_Alignment_RST_MoE_loss-mse_d64_l2_ff128_ctx8_embft_time1_decay1_film0_fgs1.0_fsh0.2_rSum1_rModelearned_featSel0_mseNorm0_macro1_mDrop0.1_pool0.7_msmarket_state_csi300_settingtime_only,2959bb74fa5a4377a12df9d64cabbb60,3,1777665281485,1777686238075,time_only,time_only,42,72,time_only,42,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,valid_rank_ic,max,64,2,4,128,0.1,learned,1.0,0.01,True,True,False,True,False,1.0,0.2,5.0,0.7,mse,False,feature_tokenizer,0.1,0.07197022857139895,0.548346806296843,0.06410698044886123,0.48422121910764804,0.16087228342945784,1.575365601003654,-0.08591055525598756,0.31598322967079007,3.094131573096783,-0.07222499624564266,-1.2847989224003835,0.09978376568303514,0.005969971641416744,8.556060363819388,0.000671366230278617,0.000671366230278617,0.542890707599746,0.8975934355175086,0.0,,
mlflow,857301447245886986,Official_Alignment_RST_MoE_loss-mse_d64_l2_ff128_ctx8_embft_time1_decay1_film0_fgs1.0_fsh0.2_rSum1_rModelearned_featSel0_mseNorm0_macro1_mDrop0.1_pool0.7_msmarket_state_csi300_settingtime_only,5e458ead56d843b6bac14e3489a4ca5c,3,1777573819851,1777590076862,time_only,time_only,42,71,time_only,42,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,,,64,2,4,128,0.1,learned,1.0,0.01,True,True,False,True,False,1.0,0.2,5.0,0.7,mse,False,feature_tokenizer,0.1,0.07175480564496155,0.5260382010456862,0.062345508764057755,0.43377873522572885,0.15973566927086436,1.4245924606363245,-0.12329707397475484,0.31421912182393613,2.8032930962304,-0.10430521141160304,-1.2762695122856162,0.09320369990298515,0.002357857144360695,8.46601767388581,0.000671366230278617,0.000671366230278617,0.535103035202068,0.9324209131878111,0.0,,
mlflow,868729932898585167,Official_Alignment_RST_MoE_loss-mse_d64_l2_ff128_ctx8_embft_time1_decay1_film1_fgs1.0_fsh0.2_rSum1_rModefixed_05_featSel0_mseNorm0_macro1_mDrop0.1_pool0.7_msmarket_state_csi300_settingfixed_router_05,d0c107064f1b4768b07572a485096d3a,3,1777729412590,1777750338504,fixed_router_05,fixed_router_05,42,95,fixed_router_05,42,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,valid_rank_ic,max,64,2,4,128,0.1,fixed_05,1.0,0.01,True,True,True,True,False,1.0,0.2,5.0,0.7,mse,False,feature_tokenizer,0.1,0.07707132031873405,0.5760899141994799,0.06754494267592283,0.5006037883323867,0.1549206254377406,1.5348429773576733,-0.0835654354649816,0.30933449316304473,3.066048173105585,-0.05402004036265925,-1.2792117642753744,0.11075105661540022,0.007323096518908487,9.088051384024167,0.000671366230278617,0.000671366230278617,0.5,1.0000000027478353,0.0,0.9435245114730735,0.17742191557505713
mlflow,868729932898585167,Official_Alignment_RST_MoE_loss-mse_d64_l2_ff128_ctx8_embft_time1_decay1_film1_fgs1.0_fsh0.2_rSum1_rModefixed_05_featSel0_mseNorm0_macro1_mDrop0.1_pool0.7_msmarket_state_csi300_settingfixed_router_05,df53e63552ad4502a5b42c92d00d6733,3,1777612036842,1777622569745,fixed_router_05,fixed_router_05,42,95,fixed_router_05,42,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,,,64,2,4,128,0.1,fixed_05,1.0,0.01,True,True,True,True,False,1.0,0.2,5.0,0.7,mse,False,feature_tokenizer,0.1,0.07113857710740026,0.52342630922699,0.0651630654086843,0.47407226957748044,0.15498507408021225,1.4930583758400318,-0.09389516656369923,0.3100384699873991,2.985951556734885,-0.06568562481095014,-1.3041550596004208,0.09297185444002663,0.005216097860735305,6.926726722739538,0.000671366230278617,0.000671366230278617,0.5,1.0000000027478353,0.0,0.945305300910032,0.16963969156414319
mlflow,931441703756839387,Official_Alignment_RST_MoE_loss-mse_d128_l2_ff384_ctx8_embft_time1_decay1_film1_fgs1.0_fsh0.2_rSum1_rModelearned_featSel0_mseNorm0_macro1_mDrop0.1_pool0.7_msmarket_state_csi300_settingcap09_d128_h8_l2_ff384_do020,c62258af036c45ffad74cc0a8b152574,3,1778296116257,1778340506595,cap09_d128_h8_l2_ff384_do020,cap09_d128_h8_l2_ff384_do020,42,95,cap09_d128_h8_l2_ff384_do020,42,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,valid_rank_ic,max,128,2,8,384,0.2,learned,1.0,0.01,True,True,True,True,False,1.0,0.2,5.0,0.7,mse,False,feature_tokenizer,0.1,0.07570250523851765,0.4942985973553227,0.06541681107992545,0.4305508778312183,0.21222303395051278,1.8683880508448147,-0.08778060224008205,0.3678978713154429,3.23921925641514,-0.06133190249207654,-1.2011181809230933,0.14290228131144794,0.01371052098123473,5.222394263615594,0.0003356831151393085,0.0003356831151393085,0.5745346603143819,0.9475926176113992,0.0,0.9458126905701945,0.17015356852165417
mlflow,950435068917322288,Official_Alignment_RST_MoE_loss-mse_d96_l2_ff384_ctx8_embft_time1_decay1_film1_fgs1.0_fsh0.2_rSum1_rModelearned_featSel0_mseNorm0_macro1_mDrop0.1_pool0.7_msmarket_state_csi300_settingcap07_d96_h6_l2_ff384_do015,993114e05e8e48cdbf40b1dcb19a5547,3,1777975826492,1778009283655,cap07_d96_h6_l2_ff384_do015,cap07_d96_h6_l2_ff384_do015,42,95,cap07_d96_h6_l2_ff384_do015,42,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,valid_rank_ic,max,96,2,6,384,0.15,learned,1.0,0.01,True,True,True,True,False,1.0,0.2,5.0,0.7,mse,False,feature_tokenizer,0.1,0.07749194350080746,0.5304114108327845,0.0651842967157866,0.4473392244780621,0.16684033086338615,1.5848944202010637,-0.0866443641043598,0.3221440873567123,3.060907062658645,-0.0649967921170983,-1.2337942582277874,0.12767065727768523,0.005702634839108281,5.675798931141791,0.0003356831151393085,0.0003356831151393085,0.6783282390371802,0.8788505432964313,0.0,0.9479070981863867,0.16683478729034212
