source,path,setting,canonical_setting,seed,returncode,diagnostic_matrix,stdout,stderr,started_at,finished_at,d_model,n_heads,n_layers,d_ff,dropout,use_regime_time_embedding,use_regime_factor_gate,router_use_layer_summary,router_mode,main_loss,use_feature_selection,use_alibi,lr,n_epochs,batch_size,grad_accum_steps,precision,market_state_path,market_state_shift,market_state_strict,checkpoint_metric,checkpoint_epoch,checkpoint_score,checkpoint_restored,best_valid_rank_ic,best_valid_rank_ic_epoch,final_valid_rank_ic,best_minus_final_valid_rank_ic,attention_pooling/factor_effective_rank_mean,attention_pooling/factor_entropy_norm_mean,attention_pooling/factor_top10_mass_mean,attention_pooling/pool_entropy_norm_mean,attention_pooling/pool_top10_mass_mean,attention_pooling/pooling_top10_mass_daily_mean,attention_pooling/pooling_top10_vs_film_top10_overlap,attention_pooling/time_diag_mass_mean,attention_pooling/time_local_mass_mean,attention_pooling/time_long_range_mass_mean,factor_film/beta_strength_mean,factor_film/factor_gate_entropy_mean,factor_film/factor_gate_topk_mass_10_mean,factor_film/factor_gate_topk_mass_5_mean,factor_film/film_pool_top10_overlap,factor_film/gamma_strength_mean,factor_film/gate_js_divergence_regime_mean,factor_film/top10_factor_stability,optimization/loss_gap_last,optimization/post_peak_decay,optimization/rank_ic_gap_last,optimization/train_grad_nonfinite_rate_last,optimization/train_grad_nonfinite_steps_last,optimization/train_grad_norm_last,optimization/train_grad_skipped_rate_last,optimization/train_grad_skipped_steps_last,optimization/train_label_std_last,optimization/train_lr_last,optimization/train_optimizer_steps_last,optimization/train_score_std_last,optimization/valid_label_std_last,optimization/valid_score_std_last,performance/daily_ic_mean,performance/daily_ic_std,performance/daily_rank_ic_mean,performance/daily_rank_ic_std,performance/ic_win_rate,performance/icir,performance/rank_icir,performance/rolling20_rank_ic_mean,performance/rolling20_rank_ic_min,performance/rolling60_rank_ic_mean,performance/rolling60_rank_ic_min,performance/top_bottom_spread_mean,performance/top_bottom_spread_std,performance/worst5_day_rank_ic_mean,portfolio/annualized_return_with_cost,portfolio/annualized_return_without_cost,portfolio/cost_drag,portfolio/information_ratio_with_cost,portfolio/max_drawdown_with_cost,portfolio/top_bottom_spread,portfolio/turnover,regime/corr_mean_abs_rank_ic_spread,regime/market_vol_20_rank_ic_spread,regime/pc1_rank_ic_spread,regime/pc1_tail_2x2_rank_ic_spread,regime/tail_rank_ic_spread,router/collapse_ratio,router/entropy_norm_mean,router/factor_ratio_mean,router/layer_0_collapse_ratio_last,router/layer_0_entropy_norm_last,router/layer_0_factor_ratio_last,router/layer_0_logit_margin_last,router/layer_0_time_ratio_last,router/layer_1_collapse_ratio_last,router/layer_1_entropy_norm_last,router/layer_1_factor_ratio_last,router/layer_1_logit_margin_last,router/layer_1_time_ratio_last,router/time_ratio_mean,router/time_ratio_std,router/time_ratio_vs_corr_mean_abs_spearman,router/time_ratio_vs_market_vol_20_spearman,router/time_ratio_vs_pc1_spearman,router/time_ratio_vs_rank_ic_spearman,router/time_ratio_vs_tail_spearman,time_embedding/tau_drift,time_embedding/tau_mean,time_embedding/tau_p10,time_embedding/tau_p90,time_embedding/tau_range_utilization,time_embedding/tau_std,time_embedding/tau_vs_rank_ic_spearman,time_embedding/tau_vs_tail_spearman,time_embedding/tau_vs_volatility_spearman,source_priority,csv_path,selectable,selected_for_stage2,reasons,rankic,rankicir,post_peak_decay,drawdown,turnover,grad_nonfinite_rate,grad_skipped_rate,d_head,params_plan,epochs_recorded,ï»¿run_dir,cwd,command,head,train_epochs,valid_epochs,best_valid_epoch,last_valid_rank_ic,last_valid_ic,last_valid_time_ratio,last_valid_gate_entropy,last_train_loss_main,last_train_rank_ic
diagnostic_manifest,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap00_d64_h4_l2_ff128_do010\manifest.json,cap00_d64_h4_l2_ff128_do010,cap00_d64_h4_l2_ff128_do010,42,0,C:\Users\60585\PycharmProjects\qibMacV2\mlruns\281573398107824411\84427877e2994570941437aea65b397b\diagnostic_matrix.csv,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap00_d64_h4_l2_ff128_do010\stdout.log,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap00_d64_h4_l2_ff128_do010\stderr.log,2026-05-03 03:32:19,2026-05-03 09:40:27,64,4,2,128,0.1,True,True,True,learned,mse,False,False,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,valid_rank_ic,16,0.07676118468109609,True,0.07676118468109609,16,0.0664095326192119,0.010351652061884195,157.70531724778576,0.9996312385773918,0.06999539974572873,0.9999999999684411,0.06329138784763094,0.06329154065792493,0.03359012080440182,0.12605322999145036,0.3481246693692007,0.6518753306297993,0.010747159970695619,0.943687033828854,0.18212391814116372,0.10022458496294709,0.03359012080440182,0.0879450335293862,0.0041372144908916105,0.4731525860211847,-1.2403777309437247,0.010351652061884195,0.12597857143470106,0.0003356831151393085,1.0,8.150662310643778,0.0003356831151393085,1.0,1.1656505451501715,2.0371225822879425e-11,2978.0,0.23191585073378232,0.045755472765860505,0.2692948012032017,0.06743631722980939,0.1407693779804887,0.07676163035845204,0.13781854939843058,0.6563011456628478,0.4790553044793335,0.5569760434535975,0.07777032954136366,-0.007058842887939912,0.07754387739549189,0.03315285425994156,0.010592420965565731,0.02506599100200167,-0.19022446025486853,0.1967299969706057,0.3517225328822176,0.1549925359116119,1.8776309794433403,-0.07725371714521317,0.010592420965565731,0.3258522180509293,0.010888557971530016,0.03224087158812024,0.0026833360142055895,0.04455731221332496,0.06565886828062881,0.0,0.9325570694036464,0.372895445711809,0.0,0.9219265858202246,0.3626153240568704,0.631352451155892,0.6373846883323111,0.0,0.9141442062616738,0.34273764493520054,0.6922321725398937,0.6572623676003099,0.627104554288191,0.07419568359471893,-0.2601104996209533,0.21515792386552968,-0.2082606936686832,-0.05987418068297857,-0.28254054432269005,0.0,4.954785390688433,4.945395469665527,4.964699745178223,0.0003899853638928346,0.00677076969837211,0.010438617059537143,0.1872101706785408,-0.21672776583460202,manifest,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnostic_manifest,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap01_d64_h4_l2_ff256_do015\manifest.json,cap01_d64_h4_l2_ff256_do015,cap01_d64_h4_l2_ff256_do015,42,0,C:\Users\60585\PycharmProjects\qibMacV2\mlruns\661312772085780666\ce93762ac6fe4327b7183b2bb1e66213\diagnostic_matrix.csv,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap01_d64_h4_l2_ff256_do015\stdout.log,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap01_d64_h4_l2_ff256_do015\stderr.log,2026-05-03 09:40:27,2026-05-03 16:02:39,64,4,2,256,0.15,True,True,True,learned,mse,False,False,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,valid_rank_ic,29,0.07483852497568617,True,0.07483852497568617,29,0.07396894738099229,0.0008695775946938877,154.60196584872529,0.9956995435329352,0.09458753247588103,0.999929883769071,0.0666430394324436,0.06653205968243069,0.03644625507480392,0.12204245709502903,0.34424558834622965,0.6557544116527704,0.014468400881651624,0.9415232891341864,0.17735719449098683,0.09745655631960512,0.03644625507480392,0.11215606875681057,0.0041467948462308715,0.4474612489305684,-1.2663850904211904,0.0008695775946938877,0.10682988671243017,0.0003356831151393085,1.0,6.67934515041219,0.0003356831151393085,1.0,1.1656505451501715,2.126655840040126e-11,2978.0,0.21252343061587362,0.045755472765860505,0.23656607220488954,0.06756322259299026,0.14369182954200438,0.07484501407020838,0.1416886690952153,0.6841243862520459,0.4701952978700156,0.5282357054247737,0.07626382796951638,-0.023193431735403468,0.07556476210024596,0.020256440604688557,0.009493095853534389,0.02517816193522719,-0.2039380570711154,0.21455575761522297,0.37036077921570526,0.1558050216004823,1.8394106220565603,-0.07099595447133833,0.009493095853534389,0.3275570985180413,0.021585031619808008,0.04163612593641736,0.009400341416121658,0.05582659467942373,0.056603049291059734,0.0,0.872347355719468,0.31087629623121726,0.0,0.9133898113441156,0.35036478175761854,0.6734792955963584,0.6496352319241351,0.004909983633387889,0.769166821738897,0.22971492993558487,1.227996976012684,0.770285085063129,0.6891237037687827,0.04603885125676442,-0.18102930260134964,0.025980826179845446,-0.12659508707027123,0.008696610569853765,-0.14929832951130065,0.007718563079833984,4.925496404963117,4.914517879486084,4.941535949707031,0.0005458196004231771,0.010574161858177578,-0.03153439826639489,0.09287242172048508,-0.21331526135447584,manifest,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnostic_manifest,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap02_d80_h4_l2_ff320_do015\manifest.json,cap02_d80_h4_l2_ff320_do015,cap02_d80_h4_l2_ff320_do015,42,0,C:\Users\60585\PycharmProjects\qibMacV2\mlruns\516942619567852638\772d906887fb40f3aaea025e299445af\diagnostic_matrix.csv,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap02_d80_h4_l2_ff320_do015\stdout.log,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap02_d80_h4_l2_ff320_do015\stderr.log,2026-05-03 16:02:39,2026-05-04 10:12:55,80,4,2,320,0.15,True,True,True,learned,mse,False,False,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,valid_rank_ic,17,0.07514629785070204,True,0.07514629785070204,17,0.06658429699150396,0.008562000859198074,152.5951088084998,0.9931144215005976,0.11219892471342979,0.999999999923569,0.06329337492154509,0.06329334924148591,0.08851496782133762,0.1300599646536258,0.36071067887862557,0.6392893211203744,0.01640394206331058,0.9465325332312264,0.17403342173649713,0.09710232863498397,0.08851496782133762,0.12282848429489643,0.0030344045754603813,0.523919601830326,-1.2481210130081601,0.008562000859198074,0.12889686500324365,0.0003356831151393085,1.0,6.11328824840226,0.0003356831151393085,1.0,1.1656505451501715,2.126655840040126e-11,2978.0,0.23297752234390734,0.045755472765860505,0.2679211605590221,0.0655355134046965,0.1431661586129245,0.07514381148857541,0.1428690061488545,0.6432078559738135,0.4577584119015414,0.5259630028523012,0.07605592394956942,-0.038929377167866396,0.07526110416566713,0.020115423227706118,0.010196507866486737,0.025216455841603338,-0.20259764079808687,0.2319674121188528,0.38681706320712317,0.15484965108827037,2.2652017407911673,-0.0521194886452912,0.010196507866486737,0.32555145873984925,0.004010119232693732,0.03483281617320224,0.0037656028938402725,0.05326530537453683,0.060412439287917355,0.0,0.8323769797900521,0.2856564524182841,0.0,0.9030608508473722,0.35264627772052626,0.6747043940517594,0.6473537348393723,0.0,0.8817258495745994,0.3076271764970645,0.826901100271072,0.6923728371115246,0.7143435475817159,0.050032412772144035,-0.44169593033746996,-0.026314839745562577,-0.4021926314997572,-0.06225020662124419,-0.23062476687704947,-0.03474140167236328,4.937423652986068,4.922236442565918,4.956977844238281,0.0007018464984315815,0.013208325914268746,-0.003950732370331375,-0.023983267579756263,0.004309355673710154,manifest,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnostic_manifest,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap03_d96_h4_l2_ff288_do015\manifest.json,cap03_d96_h4_l2_ff288_do015,cap03_d96_h4_l2_ff288_do015,42,0,C:\Users\60585\PycharmProjects\qibMacV2\mlruns\615207836098066466\c7ab2c63668c4e698c2043b1fbfe5826\diagnostic_matrix.csv,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap03_d96_h4_l2_ff288_do015\stdout.log,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap03_d96_h4_l2_ff288_do015\stderr.log,2026-05-04 10:12:55,2026-05-04 18:07:00,96,4,2,288,0.15,True,True,True,learned,mse,False,False,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,valid_rank_ic,23,0.07534433094527214,True,0.07534433094527214,23,0.07013247968304775,0.0052118512622243846,155.03831801071118,0.9962596288493746,0.09062973390125081,0.9999751638098116,0.06576841841311697,0.06570798852985286,0.009209104723234227,0.1178354475915883,0.3413919613267809,0.6586080386722191,0.016189214324581692,0.9428674554278534,0.18000137730335447,0.10008768631227669,0.009209104723234227,0.12852060318651645,0.0026719364366719813,0.5061814911419033,-1.2467236596228883,0.0052118512622243846,0.12459592634802286,0.0003356831151393085,1.0,6.319171905876862,0.0003356831151393085,1.0,1.1656505451501715,1.949514769894467e-11,2978.0,0.2300671759608929,0.045755472765860505,0.2673577591167144,0.06317066661255749,0.1448032819584291,0.07535067511486078,0.1476394765561238,0.6595744680851063,0.43625162191208394,0.5103694274221902,0.07626677218534583,-0.03974016268956634,0.07572075717781704,0.009410718981105303,0.010493955174621055,0.024761739063776777,-0.21522545339518445,0.1696329987746897,0.32455227876633513,0.15491927999164543,1.6120651057537745,-0.10263697133044505,0.010493955174621055,0.3257017716333332,0.022254207442081314,0.03787877856705957,0.014371389528361117,0.04468953263357148,0.045222925188729515,0.0,0.9377760248086544,0.3862148949622587,0.0,0.9597282098475143,0.4317366271333101,0.39447011494987727,0.5682633850119898,0.0,0.9126806003567435,0.3433931183356505,0.6929677910188216,0.6566068937608731,0.6137851050377413,0.056779109432357186,-0.40125203793518693,0.06662379045686048,-0.33636081461642103,0.0069263754977454475,-0.06249852037619534,-0.030865192413330078,4.893055863544321,4.868223190307617,4.918376922607422,0.0010132067131273675,0.020371040261516787,0.007859382168065414,0.18592530215558026,-0.14636960369395074,manifest,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnostic_manifest,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap04_d96_h4_l2_ff288_do020\manifest.json,cap04_d96_h4_l2_ff288_do020,cap04_d96_h4_l2_ff288_do020,42,0,C:\Users\60585\PycharmProjects\qibMacV2\mlruns\338376328896534105\233da76fa5824223ae0e44cba8248454\diagnostic_matrix.csv,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap04_d96_h4_l2_ff288_do020\stdout.log,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap04_d96_h4_l2_ff288_do020\stderr.log,2026-05-04 18:07:00,2026-05-05 01:59:36,96,4,2,288,0.2,True,True,True,learned,mse,False,False,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,valid_rank_ic,19,0.07452531286360659,True,0.07452531286360659,19,0.06552001878591801,0.009005294077688575,156.18779420586995,0.9977208872297059,0.0846097245221129,0.9999996323520911,0.06349001247959524,0.06348719692477732,0.025336438879683724,0.12236937637427021,0.34741907124347493,0.6525809287555251,0.0161462904284853,0.9466240363113229,0.16971847036954033,0.09382669019182067,0.025336438879683724,0.11169416487290114,0.0028680372562092447,0.44120796320080696,-1.2357627010615742,0.009005294077688575,0.1276062332992032,0.0003356831151393085,1.0,6.4528118649399,0.0003356831151393085,1.0,1.1656505451501715,2.126655840040126e-11,2978.0,0.22876189642602382,0.045755472765860505,0.2881183031147709,0.06410486516125767,0.15352691373254695,0.07452812100962426,0.15527886312889738,0.6497545008183306,0.4175480611362524,0.4799630774457582,0.07509768634699081,-0.03268338612883518,0.07429634351449231,0.01428418024778902,0.009678846923729676,0.02708266305497122,-0.23409406657761506,0.16728508860685465,0.3227427523858773,0.15545766377902265,1.4428284056802776,-0.08506855471698746,0.009678846923729676,0.3268321296986509,0.013659096453209743,0.043775284766671335,0.009763607607629385,0.050622105101067946,0.05907386522985926,0.0,0.9056579175577338,0.3610308090351477,0.0,0.9604755545403876,0.44029190499829385,0.38199137236599834,0.5597081065860786,0.0,0.9492053744640756,0.3899420510776304,0.5003232565722177,0.6100579620919719,0.6389691909648523,0.06357828299237704,-0.5447704965380749,0.06406668486932751,-0.4928399360065993,-0.004401571741894687,-0.07515910230368877,-0.0385894775390625,4.9102194867235545,4.883652687072754,4.933815002441406,0.001013380108457623,0.019625701081077175,0.02005179477656852,0.1295301541219723,-0.032274904697089615,manifest,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnostic_manifest,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap05_d96_h4_l2_ff384_do015\manifest.json,cap05_d96_h4_l2_ff384_do015,cap05_d96_h4_l2_ff384_do015,42,0,C:\Users\60585\PycharmProjects\qibMacV2\mlruns\570523982808623313\e07135da68324a5ab0f1501a10f8fdac\diagnostic_matrix.csv,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap05_d96_h4_l2_ff384_do015\stdout.log,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap05_d96_h4_l2_ff384_do015\stderr.log,2026-05-05 01:59:36,2026-05-05 10:03:53,96,4,2,384,0.15,True,True,True,learned,mse,False,False,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,valid_rank_ic,17,0.07728903727392072,True,0.07728903727392072,17,0.07223253106912673,0.00505650620479399,152.18681343871623,0.9925797469524509,0.12255433215911815,0.9999999999396287,0.06329272741954288,0.06329289729376716,0.014758664254744883,0.12158624806100701,0.3434365200959385,0.6565634799030615,0.01750939132938384,0.9487987523578388,0.16375260733055796,0.08935737297694929,0.014758664254744883,0.12143798065166037,0.0019979152367924032,0.46596479645253935,-1.2337316502730318,0.00505650620479399,0.12879776033856621,0.0003356831151393085,1.0,5.365182892150548,0.0003356831151393085,1.0,1.1656505451501715,2.0371225822879425e-11,2978.0,0.23798322469526267,0.045755472765860505,0.2861346105897095,0.0640317525750809,0.1422165296327696,0.07728730575102148,0.1422042608146735,0.6546644844517185,0.45024128165989696,0.54349500716962,0.07794525224477405,-0.015118141509261685,0.07704457458722186,0.02884992103373186,0.010267192281214078,0.02516065813712893,-0.203236844407021,0.18345836549176997,0.3387089246897696,0.15525055919799963,1.754429119796694,-0.07781892499898352,0.010267192281214078,0.3263962041481793,0.007170164377206412,0.04420872693788901,0.008075843751343417,0.032371223172250704,0.05312899796844239,0.0,0.9153385449862758,0.3672135462035133,0.0,0.9190170759069939,0.39450089926122645,0.5915691169701309,0.6054991111281265,0.0,0.861757782301614,0.29751197186507494,0.90187544752455,0.7024880450846911,0.6327864537964867,0.07273857379026223,-0.374779845130078,0.10310592107305211,-0.32460589397949624,-0.003945821305635828,-0.17624558019929285,-0.03860330581665039,4.939773570496205,4.926096439361572,4.956977844238281,0.0006238667651860401,0.01145748786628528,-0.016049076122031682,-0.03947721161915824,0.07375434101982967,manifest,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnostic_manifest,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap06_d96_h4_l2_ff384_do020\manifest.json,cap06_d96_h4_l2_ff384_do020,cap06_d96_h4_l2_ff384_do020,42,0,C:\Users\60585\PycharmProjects\qibMacV2\mlruns\731153307123711936\da4dbec2f9194c33966932dc41b367ff\diagnostic_matrix.csv,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap06_d96_h4_l2_ff384_do020\stdout.log,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap06_d96_h4_l2_ff384_do020\stderr.log,2026-05-05 10:03:53,2026-05-05 18:09:47,96,4,2,384,0.2,True,True,True,learned,mse,False,False,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,valid_rank_ic,17,0.0793652319728164,True,0.0793652319728164,17,0.07437549692636283,0.004989735046453572,157.78668100580938,0.9997330965583644,0.07050916985813782,0.9999957659316051,0.06403455993266575,0.064036030738724,0.024656889487928286,0.111258270726659,0.3217753843662286,0.6782246156327714,0.017846870100439668,0.944297028348801,0.17905843055482387,0.09917713693189152,0.024656889487928286,0.1220859043336734,0.0024272287903751148,0.46801191345042525,-1.2388210674003994,0.004989735046453572,0.12001252488413269,0.0003356831151393085,1.0,5.452127787676689,0.0003356831151393085,1.0,1.1656505451501715,2.0371225822879425e-11,2978.0,0.23074071396913814,0.045755472765860505,0.2806140756060761,0.06893208990422399,0.14628954669524127,0.07937359407172331,0.14655313106865125,0.6595744680851063,0.47120311369770834,0.5416028541522023,0.08019900544445716,-0.025902780052640094,0.07953961576907154,0.026722276671379306,0.011296806049513374,0.02634470074125425,-0.2169886509091173,0.2202313447273886,0.3745582781334497,0.15432693340606113,2.086088748683269,-0.08060974912000239,0.011296806049513374,0.3244564287274963,0.006493519030025263,0.045708390194031306,0.007015120803707128,0.038595097334874526,0.05423998340067812,0.0,0.8359566755214279,0.2962210695690233,0.0,0.9188777061999331,0.3820199947407905,0.5839943643872749,0.6179800157705032,0.0,0.8072194098060533,0.2628665259397557,1.098390270176964,0.7371334863518733,0.7037789304309767,0.0648593101687725,-0.33354739872928596,0.18401117201461897,-0.29773413698607076,-0.0017396693323569132,-0.20651229126782583,-0.015438556671142578,4.939659651679805,4.926096439361572,4.9531168937683105,0.0005458677657926925,0.00988305173593098,-0.02643402897758891,-0.034352215583056095,-0.10216200746140686,manifest,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnostic_manifest,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap07_d96_h6_l2_ff384_do015\manifest.json,cap07_d96_h6_l2_ff384_do015,cap07_d96_h6_l2_ff384_do015,42,0,C:\Users\60585\PycharmProjects\qibMacV2\mlruns\950435068917322288\993114e05e8e48cdbf40b1dcb19a5547\diagnostic_matrix.csv,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap07_d96_h6_l2_ff384_do015\stdout.log,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap07_d96_h6_l2_ff384_do015\stderr.log,2026-05-05 18:09:47,2026-05-06 03:28:05,96,6,2,384,0.15,True,True,True,learned,mse,False,False,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,valid_rank_ic,19,0.07749089538802886,True,0.07749089538802886,19,0.07178826054892058,0.005702634839108281,152.31116088561959,0.9927476940749193,0.1193406671510884,0.9999999999070052,0.06329353032421453,0.06329357660226294,0.025813305768512932,0.11674488618316553,0.3335780509187538,0.6664219490802461,0.018162244520075435,0.9479070981863867,0.16683478729034212,0.09101338061441572,0.025813305768512932,0.12369626015424728,0.002694580840404121,0.45322197258323726,-1.2337942582277874,0.005702634839108281,0.12767065727768523,0.0003356831151393085,1.0,5.675798931141791,0.0003356831151393085,1.0,1.1656505451501715,1.949514769894467e-11,2978.0,0.23835343088468236,0.045755472765860505,0.28814327658295824,0.0651842967157866,0.1457155848379741,0.07749194350080746,0.14609780618999027,0.6546644844517185,0.4473392244780621,0.5304114108327845,0.07753864577951887,-0.02173880563487298,0.07663431079889116,0.02318579724465312,0.010130307773385751,0.025402665750212026,-0.21697181119203376,0.16684033086338615,0.3221440873567123,0.15530375649332614,1.5848944202010637,-0.0866443641043598,0.010130307773385751,0.3265088942066348,0.00526694621913569,0.037666158591661246,0.007254531001273365,0.030455715818120246,0.03672767792500048,0.0,0.8788505432964313,0.3216717609628198,0.0,0.8839480964719957,0.3455861020229647,0.7380902529153028,0.6544139133049891,0.0,0.8765632909175417,0.30918027114263336,0.848882946757365,0.6908197411733836,0.6783282390371802,0.07411442059347192,-0.49811428851007006,0.08698930619979472,-0.44620892761601433,0.036546050364553,-0.10283977291917545,-0.03087759017944336,4.933582419069231,4.918376922607422,4.949256420135498,0.0006238282328904277,0.012084114131435814,-0.058047747634598766,-0.0724433389697354,0.021624052239602946,manifest,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnostic_manifest,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap08_d96_h4_l3_ff384_do020\manifest.json,cap08_d96_h4_l3_ff384_do020,cap08_d96_h4_l3_ff384_do020,42,1,,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap08_d96_h4_l3_ff384_do020\stdout.log,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage1_seed42\cap08_d96_h4_l3_ff384_do020\stderr.log,2026-05-06 03:28:05,2026-05-06 21:39:06,96,4,3,384,0.2,True,True,True,learned,mse,False,False,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,valid_rank_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manifest,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnostic_manifest,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage2_seed43_44\cap00_d64_h4_l2_ff128_do010_seed43\manifest.json,cap00_d64_h4_l2_ff128_do010_seed43,cap00_d64_h4_l2_ff128_do010,43,0,C:\Users\60585\PycharmProjects\qibMacV2\mlruns\730804180011220503\440cd8270fd846d3b0aa3de5e2498edb\diagnostic_matrix.csv,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage2_seed43_44\cap00_d64_h4_l2_ff128_do010_seed43\stdout.log,diagnostic_runs\four_day_plan_20260501_125906\capacity_full135_40epoch\stage2_seed43_44\cap00_d64_h4_l2_ff128_do010_seed43\stderr.log,2026-05-06 21:39:06,2026-05-07 03:52:49,64,4,2,128,0.1,True,True,True,learned,mse,False,False,5e-05,40,300,1,amp_fp16,data/market_state_csi300.pkl,0,True,valid_rank_ic,25,0.07963506863847285,True,0.07963506863847285,25,0.07377636740855138,0.005858701229921465,154.4106191948145,0.9954595877266834,0.11097112849364565,0.9999999999389244,0.0632929291982401,0.06329297011536622,0.022409365733257438,0.13787430249950877,0.36394024396586494,0.6360597560331349,0.01545784992597229,0.9429399816962584,0.178937917474639,0.09919593340538918,0.022409365733257438,0.11967445889247029,0.0026449416854719145,0.4838886634577646,-1.2498247825736657,0.005858701229921465,0.12109066849863283,0.0003356831151393085,1.0,8.314946525126166,0.0003356831151393085,1.0,1.1666256425043768,1.949514769894467e-11,2978.0,0.23191359700193018,0.045755472765860505,0.2539859653104542,0.06259467741635318,0.1363191492497566,0.0796389624873134,0.13653265547093293,0.6546644844517185,0.45917743589839,0.5832960782357897,0.08103224734691,-0.03140892579531446,0.08024445672903711,0.014757485807101811,0.009716802667357704,0.0241797490504482,-0.19073424658929852,0.19091099613944706,0.3462141500745446,0.15530315393509753,1.9394690279421478,-0.11113703907870537,0.009716802667357704,0.3265057016563448,0.0208983254527228,0.029373882473555477,0.0098374301635029,0.055961544969900495,0.041120865958008804,0.0,0.8188035578513401,0.2753974973654656,0.0,0.8655810871705681,0.32405366204715597,0.8433660079531505,0.6759463501103381,0.0,0.7860438509580546,0.24060679211261424,1.1695322888962767,0.7593932231787573,0.7246025026345344,0.07390687090544293,-0.28265149637972226,0.1718843594425777,-0.23607467510091693,-0.03632667147511523,-0.18789449401074587,0.0,4.936443757308486,4.926096439361572,4.949256420135498,0.0004678783994732481,0.00838286248401977,-0.07708175858506593,0.07228711711768446,-0.25583943965703093,manifest,,,,,,,,,,,,,,,,,,,,,,,,,,,
