source,path,ï»¿run_dir,cwd,command,started_at,head,train_epochs,valid_epochs,best_valid_rank_ic,best_valid_epoch,last_valid_rank_ic,last_valid_ic,last_valid_time_ratio,last_valid_gate_entropy,last_train_loss_main,last_train_rank_ic
repro_stdout,repro_runs\3675090_repro_20260429_202047,C:\Users\60585\PycharmProjects\qibMacV2\repro_runs\3675090_repro_20260429_202047,C:\Users\60585\PycharmProjects\qibMacV2,"C:\Users\60585\miniconda3\envs\quantEnv\python.exe"" -u work_flow.py",2026-04-29T20:20:49.9033525+08:00,3675090480ea25c84fc073716460ec8277eafd5b,32,32,0.07894,17,0.067965,0.061439,0.653879,0.631301,1.329779,0.189691
